,SMILES,Value
300,CSC,19.7
301,S1C=CC=C1,12.5
302,S1CCCC1,12.3
303,CS(=O)C,28.5
304,CC(=O)Cl,19.0
305,c1(C(=O)Cl)ccccc1,4.9
306,c1(F)ccccc1,8.9
307,CN(C)C=O,16.0
308,ClCC1CO1,21.0
309,CC(C)(O)C#N,12.0
310,O1C=CC=C1(C=O),19.3
311,O=C=S,29.0
312,CC(=O)OC(C)COC,13.1
313,N,28.0
314,S,44.0
315,Cl[SiH2]Cl,96.0
316,Cl[SiH](Cl)Cl,83.0
317,S=C=S,50.0
318,C[Si](C)(C)N[Si](C)(C)C,23.2
319,C[Si](C)(C)O[Si](C)(C)C,18.6
320,O1[Si](C)(C)O[Si](C)(C)O[Si]1(C)(C),21.44
321,[H][B]1([H])[H][B]([H])([H])[H]1,88.0
322,C[Si](C)(C)C,37.9
323,CC(C)CC(O)CC(C)C,7.7
324,CCCCC(CC)C(=O)O,8.64
325,C1C(C)OC(=O)O1,14.3
326,O=C(OCC(OC(=O)C)COC(=O)C)C,7.7
327,C=C(Cl)CCl,11.0
328,C=CC(F)(F)F,13.5
329,FC(F)CF,22.6
330,C(F)(F)C(F)(F)C(F),11.5
331,FCCF,19.0
332,C(Cl)(Cl)(F)C,15.4
333,ClC(F)=C(F)F,38.7
334,C=CBr,13.5
335,ClC(F)(F)C,18.2
336,C=CF,25.0
337,CCCCN(CCCC)CCCC,6.18
338,CCCN(CCC)CCC,5.6
339,CCCCN=C=O,10.0
340,C=CCNCC=C,14.2
341,C1=CC2=C(C=C1)C=CN=C2,7.0
342,CN=C=O,26.0
343,n1cc(C)ccc1,8.699999999999998
344,N#CC(C)CCC#N,3.25
345,n1ccc(C)cc1,8.699999999999998
346,O=C=NCCCCCCN=C=O,9.5
347,C1C(=O)[C@@]2(C)(CCC1C2(C)(C)),3.5
348,CNC=O,17.8
349,CC(=O)CC(C)(O)C,6.9
350,O1C(CO)=CC=C1,16.3
351,CC(=O)N(C)C,11.5
352,OCCOC,20.6
353,CCOCCO,15.6
354,CCCCOCCO,12.7
355,COCCOCCO,22.7
356,CCOCCOCCO,16.0
357,NCCOCCO,15.5
358,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,4.2
359,ClCCO,15.9
360,CC(=O)C=C,15.6
361,CC(C)C(=O)OC(=O)C(C)C,7.7
362,CC(F)(F)CC(F)(F)F,13.3
363,C(F)(F)(F)C(F)=C,12.3
364,NCCCN(C)C,10.7
365,CN(C)CCN(C)C,9.0
366,c1(NCC)ccccc1,9.5
367,CC(C)(C)OCC(O)C,6.75
368,CCCCCCOCCOCCO,5.9
369,CC(O)COC(C)COCCC,5.7
370,CCCCOCCOCCOC(=O)C,10.7
371,CC(O)COCC,56.0
372,[H][H],75.0
373,C[SiH](Cl)Cl,87.0
374,C=C[Si](Cl)(Cl)Cl,50.41
375,C[SiH2](C),83.0
376,C[SiH](C)(C),44.0
377,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,13.21
378,Cl[Si](Cl)(Cl)[Si](Cl)(Cl)Cl,76.0
379,CCCOCCO,15.8
380,CCCCOCCOCCO,24.6
381,c1(N(=O)=O)c(Cl)ccc(N(=O)=O)c1,22.0
382,ClC(=O)OC,26.0
383,c1(N)cc(Cl)c(Cl)cc1,7.2
384,CCOP(=O)(OCC)OCC,10.0
385,C=C[Si](OC)(OC)OC,23.94
386,CO[Si](C)(C)OC,27.12
387,c1ccccc1([Si](Cl)(Cl)Cl),21.0
388,[Si](C)(C)(C)O,27.5
389,OCCCN,10.6
390,OC(C)CN,10.4
391,ClCC(=O)OC,18.5
392,COS(=O)(=O)OC,23.2
393,CC(O)C(=O)OCC,11.4
394,CC(=O)OCCOCC,10.7
395,CCOCCOCCOC(=O)C,19.4
396,CC(=O)CC(=O)OCC,9.5
397,SCCO,18.0
398,CC(=O)OCCOCCCC,8.54
399,CC(=O)OC(=C)C,10.0
