,SMILES,Value
437,CC(O)COCC,1.3
438,[H][H],4.0
439,[Si](OCC)(OCC)(OCC)OCC,1.3
440,C[SiH](Cl)Cl,3.4
441,C[Si](Cl)(Cl)Cl,5.1
442,C=C[Si](Cl)(Cl)Cl,3.0
443,CC[Pb](CC)(CC)CC,1.8
444,C[SiH](C)(C),1.3
445,C[Si](C)(Cl)C,1.8
446,C[Si](C)(Cl)Cl,3.4
447,CC[Si](Cl)(Cl)CC,1.13
448,Cl[Si](Cl)(Cl)[Si](Cl)(Cl)Cl,6.8
449,CCCOCCO,1.26
450,CCCCOCCOCCO,0.8499999999999999
451,c1(N(=O)=O)c(Cl)ccc(N(=O)=O)c1,2.0
452,ClC(=O)OC,6.7
453,c1(N)cc(Cl)c(Cl)cc1,2.8
454,CCOP(=O)(OCC)OCC,1.7
455,C1(=NO)CCCCC1,1.3
456,C=C[Si](OC)(OC)OC,1.4
457,CO[Si](C)(C)OC,1.5
458,[Si](C)(C)(C)O,1.45
459,OC(C)CN,1.9
460,ClCC(=O)OC,4.0
461,COS(=O)(=O)OC,3.6
462,CC(O)C(=O)OCC,1.7
463,CC(=O)OCCOCC,1.2
464,CCOCCOCCOC(=O)C,0.98
465,CC(=O)CC(=O)OCC,1.4
466,COCCC#N,1.9
467,SCCO,2.3
468,CC(=O)OCCOCCCC,0.88
469,CCOCCC(=O)OCC,1.05
470,CC(=O)OC(=C)C,1.6
