,SMILES,Value
689,C1(OC(=O)C)CCCCC1,331.15
690,C1C(C)OC(=O)O1,408.15
691,O=C(OCC(OC(=O)C)COC(=O)C)C,406.15
692,c1(C(=O)OCCCCCCC(C)C)c(C(=O)OCCCCCCC(C)C)cccc1,509.15
693,c1(C(=O)OCC)c(C(=O)OCC)cccc1,423.15
694,c1(C(=O)OC)c(C(=O)OC)cccc1,419.0
695,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,464.0
696,CC(=O)OC(C)OC(=O)C,343.15
697,CCCCOC(=O)/C=C\C(=O)OCCCC,413.0
698,CC(C)COC(=O)C=C,304.26
699,CCOC(=O)/C=C\C(=O)OCC,366.15
700,COC(=O)/C=C\C(=O)OC,368.15
701,CC(C)(C)C(=O)OC=C,282.15
702,COC(=O)OC,289.85
703,c1(C(=O)OCCC)ccccc1,371.15
704,CC(C)COCC(C)C,287.65
705,C#CCCCCC,271.0
706,O1COCCC1,288.15
707,CCOCOCC,268.15
708,C1C=COC1,249.15
709,CCC(Cl)Cl,280.0
710,ClCCCCl,305.15
711,c1(Cl)c(Cl)c(Cl)ccc1,386.0
712,c1(Cl)cc(Cl)cc(Cl)c1,380.15
713,c1(C(F)(F)F)ccccc1,285.0
714,CC(Br)CC,279.15
715,c1(C)ccc(Br)cc1,343.15
716,ICCCCCC,334.15
717,ICCCC,304.15
718,CCCCCCN,300.15
719,CCCCCCCCN,333.0
720,CCCCCCCCCN,343.15
721,CCCCCCCCCCN,358.15
722,CC(=C)CNCC,280.15
723,C=CCN(CC=C)CC=C,312.15
724,CCCCN(CCCC)CCCC,353.15
725,NCCNCCN,367.15
726,NCCNCCNCCNCCN,436.0
727,CCCN(CCC)CCC,314.0
728,C=CCC#N,296.15
729,CCCCN=C=O,295.65
730,c1(N)c(CC)cccc1,358.15
731,N1C(C)C1,263.15
732,c1(N)cc(N)ccc1,411.15
733,C1(N)CCCC1,284.65
734,N(C1CCCCC1)(C2CCCCC2),372.65
735,C1(NC)CCCCC1,308.15
736,C=CCNCC=C,289.0
737,c1([N+](=O)[O-])cc([N+](=O)[O-])ccc1,423.15
738,c1([N+](=O)[O-])c([N+](=O)[O-])cccc1,423.15
739,c1c([N+](=O)[O-])c(C)c([N+](=O)[O-])cc1,433.15
740,c1(N)ccc(N)cc1,428.7
741,c1(N=C=O)ccccc1,324.15
742,N1=NC=CC=C1,358.15
743,N1=CN=CC=C1,304.15
744,N1N=CC=C1,355.65
745,c1(N)c(N(=O)=O)cccc1,441.15
746,c1(N)cc(N(=O)=O)ccc1,469.15
747,C1=CC2=C(C=C1)C=CN=C2,380.15
748,c1ccccc1c2ccc(N)cc2,426.15
749,c1(C#N)cnccc1,357.15
750,c1(N)c(CC)cccc1(CC),382.15
751,n1c(C)cc(C)cc1(C),327.15
752,n1c(C)cccc1(C),306.0
753,n1cc(C)ccc1,309.15
754,n1ccc(C)cc1,312.15
755,CSCCCC,291.15
756,S1CCC1,271.15
757,CCCCCCC(C)(C)S,338.15
758,C1C(=O)[C@@]2(C)(CCC1C2(C)(C)),338.7
759,CC(=O)CC(C)(O)C,334.0
760,O1C(CO)=CC=C1,348.15
761,CC(=O)N(C)C,336.15
762,c1(O)ccc(OC)cc1,398.0
763,OCCOC,312.15
764,CCOCCO,317.15
765,CCCCOCCO,334.15
766,COCCOCCO,360.15
767,CCOCCOCCO,363.15
768,NCCOCCO,397.0
769,ClCC(=O)OCC,327.15
770,CC=NO,313.15
771,OCCOCCOCCOC,391.48
772,SCC(=O)O,399.15
773,C=C(C)C(=O)OCCOC(=O)CC(=O)C,407.05
774,CC(OC)CO,314.15
775,c1(C(=O)C)c(O)cccc1,371.15
776,c1(C(=O)C)ccc(O)cc1,447.0
777,c1(C(=O)O)c(OC(=O)C)cccc1,523.15
778,c1(OCC)ccc(N)cc1,389.0
779,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,379.15
780,CC(=O)CO,329.0
781,c1(O)c(Cl)cccc1,336.15
782,c1(O)cc(Cl)ccc1,370.15
783,c1(O)ccc(Cl)cc1,389.0
784,CC(O)COC(C)C,313.15
785,ClCCO,328.15
786,c1(C(=O)Cl)cc(C(=O)Cl)ccc1,453.15
787,[Cr](=O)(=O)(=O),444.15
788,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,308.15
789,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,417.15
790,CC[Si](CC)(CC)CC,305.15
791,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,406.15
792,CCCCCC(=O)CCCCC,361.48
793,CC(=O)C=C,266.15
794,c1(C)c(C(C)(C))ccc(O)c1,392.0
795,C1CCC(O)C1,324.15
796,CC(C)c1ccccc1O,361.15
797,C=CCCCCC(C)C,289.65
798,C1CC1(C(=O)O),360.15
799,CC(C)C(=O)OC(=O)C(C)C,340.15
800,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,511.15
801,CC(=O)OC(C=C)OC(=O)C,355.37
802,O=C(OCC)CCCCCCCCC,375.15
803,CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,463.15
804,COC(=O)CCCC(=O)OC,376.15
805,C1OC(=O)OC1(C=C),369.82
806,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,500.15
807,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,469.15
808,c1(CC)cc(CC)cc(CC)c1,354.15
809,CC(F)(F)CC(F)(F)F,249.15
810,C1N(CCCN)CCN(CCCN)C1,436.15
811,c1(C)cc(C)c(N)cc1,363.15
812,NCCCN(C)C,308.15
813,c1(cccn2)c2c(C)ccc1,378.15
814,CCCCCCCCN(CCCCCCCC)CCCCCCCC,444.5
815,N(O)=C(CC)C,335.15
816,CN1CCCCC1,276.15
817,C1=NC=CN1,418.15
818,CCCCCNCCCCC,345.65
819,CCCCCN(CCCCC)CCCCC,370.15
820,c1(C(=O)O)cnccc1,448.0
821,c1(N(C)[N+](=O)[O-])c([N+](=O)[O-])cc([N+](=O)[O-])cc1([N+](=O)[O-]),408.0
822,CN(C)CCN(C)C,290.15
823,N(CCO)(CCO)CC,397.15
824,NCCCN,322.15
825,c1(NCC)ccccc1,358.15
826,CC(C)(C)SSC(C)(C)C,335.15
827,CC(C)(C)SC(C)(C)C,304.15
828,CC1CCCS1,300.65
829,CCCSSCC,325.65
830,CSc1ccccc1,345.15
831,CCCCSCCCC,333.15
832,CCSCCC,285.65
833,CC(C)SC(C)C,280.15
834,CCCCC(CC)COCCO,371.15
835,COC(C)COC(C)CO,347.15
836,CC(C)(C)OCC(O)C,318.15
837,CCCOCCOCCO,372.0
838,c1(N)ccc(Cl)cc1,386.0
839,CCCCOCCOCCOCCO,416.0
840,CCOCCOCCOCCO,408.15
841,C=CCOCC(O)C,327.55
842,OCC1CO1,344.15
843,CCCCCCOCCOCCO,408.15
844,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,427.0
845,CC(O)COCCC,321.15
846,CCCCOCCOCCOC(=O)C,389.15
847,c1(CC#N)ccccc1,374.15
848,CCN(O)CC,318.15
849,C(COC(CCCCCCC\C=C/CCCCCCCC)=O)(COC(CCCCCCC\C=C/CCCCCCCC)=O)OC(CCCCCCC\C=C/CCCCCCCC)=O,603.0
850,CCOS(=O)OCC,326.15
851,CC(O)COCC,313.15
852,CS(=O)(=O)Cl,383.15
853,CC(C)(C)OC(=O)C(=C)C,300.15
854,[Si](OCC)(OCC)(OCC)OCC,324.82
855,[Si](OCC)(OCC)(OCC)CCCN,369.26
856,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,405.0
857,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)(C),432.04
858,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)(C),471.0
859,C[SiH](Cl)Cl,241.15
860,C[Si](Cl)(Cl)Cl,276.15
861,C=C[Si](Cl)(Cl)Cl,283.15
862,CO[Si](OC)(OC)OC,294.15
863,CO[Si](OC)(OC)CCCOCC1CO1,408.15
864,C(Cl)CC[Si](Cl)(Cl)Cl,357.15
865,[Si](C)(OC(=O)C)(OC(=O)C)OC(=O)C,358.15
866,[Si](CC)(OC(=O)C)(OC(=O)C)OC(=O)C,377.15
867,P(OCC)(OCC)OCC,317.15
868,O1CC1COCCC[Si](OCC)(OCC)C,401.15
869,FC(CC[Si](Cl)(Cl)C)(F)F,307.85
870,[Ni](C#O)(C#O)(C#O)C#O,253.35
871,C[SiH](C)(Cl),245.15
872,C[Si](C)(Cl)C,245.0
873,C[Si](C)(Cl)Cl,264.15
874,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,350.15
875,[Si]1(C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,366.15
876,CC[Si](Cl)(Cl)Cl,288.15
877,CC[Si](Cl)(Cl)CC,297.15
878,C[Hg]C,278.15
879,Cl[Si](Cl)(Cl)[Si](Cl)(Cl)Cl,353.15
880,OC(=O)COCC(=O)O,500.0
881,OC(=O)CCC(=O)C,410.0
882,c1(O)ccccc1(OC),355.0
883,CCCOCCO,322.15
884,CCCCOCCOCCO,378.15
885,c1(Cl)ccc(C(F)(F)F)cc1([N+]([O-])=O),374.15
886,c1(N=C=O)cc([Cl])c([Cl])cc1,386.0
887,c1(C(F)(F)F)cc(N(=O)=O)ccc1,361.0
888,c1(N(=O)=O)c(Cl)ccc(N(=O)=O)c1,467.0
889,c1(N(C)C)ccc(C(=O))cc1,420.15
890,ClC(=O)OCC,289.15
891,O=S(C)(O)=O,443.15
892,ClC(=O)OC,285.15
893,c1(N(=O)=O)cc(Cl)c(Cl)cc1,396.15
894,c1(N(=O)=O)c(Cl)cccc1,397.15
895,CCOP(=O)(OCC)OCC,372.0
896,COP(=O)(OC)OC,358.15
897,C1(=NO)CCCCC1,362.15
898,C=C[Si](OC)(OC)OC,296.15
899,CO[SiH](OC)OC,269.15
900,CO[Si](C)(C)OC,263.15
901,c1ccccc1([Si](Cl)(Cl)Cl),364.15
902,c1ccccc1([Si](Cl)(Cl)C),353.15
903,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,375.15
904,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,336.15
905,CC(=O)C(=O)O,355.15
906,P(=O)(Oc1c(C)cccc1)(Oc1c(C)cccc1)Oc1c(C)cccc1,498.15
907,c1ccccc1(OP(=O)(Oc2ccccc2)Oc3ccccc3),493.15
908,C[CH2-][Al+++]1([CH2-]C)[Cl-][Al+++]([CH2-]C)([Cl-])[Cl-]1,253.15
909,OC(C)CN,347.04
910,ClCC(=O)OC,324.82
911,c1ccccc1(NC(=O)CC(=O)C),423.15
912,O1C=NC=C1,292.0
913,c1ccccc1(NC(=O)C),434.15
914,CC(O)C#N,350.15
915,COS(=O)(=O)OC,365.65
916,CCOS(=O)(=O)OCC,377.15
917,OC(=O)[C@](O)([H])([C@@]([H])(C(=O)O)(O)),483.15
918,CC(O)C(=O)OCC,331.0
919,CC(=O)OCCOCC,327.15
920,CCOCCOCCOC(=O)C,369.15
921,CC(=O)CC(=O)OC,343.0
922,CC(=O)CC(=O)OCC,343.15
923,N#CCC(=O)OC,380.65
924,N#CCC(=O)OCC,383.15
925,COCCC#N,338.15
926,C1=CON=C1,285.0
927,CCS(=O)(=O)Cl,356.48
928,CC(C)(C)NC=O,355.15
929,CC(=O)NC,381.15
930,OCCSCCO,433.15
931,SCCOCCS,371.15
932,SCCO,340.15
933,OCCSCC,350.15
934,SCCS,318.15
935,CCN(CC)CCO,330.15
936,CNCCO,345.15
937,CN(C)CCO,312.15
938,COCC(N)C,281.15
939,CC(=O)OCCOCCCC,344.15
940,C=CC(=O)OCCO,378.0
941,CCOCCC(=O)OCC,331.15
942,ClCCOCOCCCl,383.15
943,CC(=O)OC(=C)C,283.0
944,CCCCCOCCO,348.15
945,CC(=O)COC,297.15
946,CCCCCOCCOCCO,383.0
947,CCCCOCC(O)C,332.15
948,CC(O)COC(C)COCCCC,373.55
949,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,480.15
950,N1(CCN)CCOCC1,359.15
951,N1(CC)CCOCC1,304.15
952,SCCC(=O)OC,333.15
953,COCC(C)OC(=O)CC,327.15
954,CC(=O)CCC(=O)OCC,363.15
955,CC(C)C(=O)OC1C(COC(=O)C)OC(OC2(COC(=O)C(C)C)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C(COC(=O)C)O2)C(OC(=O)C(C)C)C1OC(=O)C(C)C,500.15
956,[Fe](C#O)(C#O)(C#O)(C#O)C#O,258.15
957,CCN1C=C[N+](C)=C1.S(=O)(=O)([O-])OCC,430.15
958,O=P(OCCCC)(OCCCC)OCCCC,418.15
959,OCC(N)(C)C,340.15
960,c1c(N)c(OC)ccc1,373.15
961,OC1=CC=C(/C=C/C)C=C1OC,395.93
962,Oc1ccc(C)cc1OC,372.15
963,O=C(c1ccccc1)OCCOCCOC(=O)c1ccccc1,505.15
